Year,States,States Code,Age Groups,Count
2002,Arkansas,5,60-64 years ,1563
2002,Arkansas,5,65-69 years,1736
2002,Arkansas,5,70-74 years,1841
2002,Arkansas,5,75-79 years,1657
2002,Arkansas,5,80-84 years,1079
2002,Arkansas,5,85+ years,777
2002,California,6,< 1 year,63
2002,California,6,1-4 years,330
2002,California,6,5-9 years,254
2002,California,6,10-14 years,230
2002,California,6,15-19 years,332
2002,California,6,20-24 years,464
2002,California,6,25-29 years,827
2002,California,6,30-34 years,1618
2002,California,6,35-39 years,2779
2002,California,6,40-44 years,4724
2002,California,6,45-49 years,7330
2002,California,6,50-54 years,10379
2002,California,6,55-59 years,13398
2002,California,6,60-64 years ,14438
2002,California,6,65-69 years,16279
2002,California,6,70-74 years,17458
2002,California,6,75-79 years,17237
2002,California,6,80-84 years,12598
2002,California,6,85+ years,9504
2002,Colorado,8,1-4 years,39
2002,Colorado,8,5-9 years,26
2002,Colorado,8,15-19 years,51
2002,Colorado,8,20-24 years,68
2002,Colorado,8,25-29 years,137
2002,Colorado,8,30-34 years,253
2002,Colorado,8,35-39 years,355
2002,Colorado,8,40-44 years,648
2002,Colorado,8,45-49 years,1079
2002,Colorado,8,50-54 years,1448
2002,Colorado,8,55-59 years,1732
2002,Colorado,8,60-64 years ,1832
2002,Colorado,8,65-69 years,2022
2002,Colorado,8,70-74 years,2158
2002,Colorado,8,75-79 years,1955
2002,Colorado,8,80-84 years,1376
2002,Colorado,8,85+ years,1020
2002,Connecticut,9,1-4 years,29
2002,Connecticut,9,5-9 years,20
2002,Connecticut,9,10-14 years,26
2002,Connecticut,9,15-19 years,29
2002,Connecticut,9,20-24 years,48
2002,Connecticut,9,25-29 years,83
2002,Connecticut,9,30-34 years,158
2002,Connecticut,9,35-39 years,348
2002,Connecticut,9,40-44 years,576
2002,Connecticut,9,45-49 years,963
2002,Connecticut,9,50-54 years,1312
2002,Connecticut,9,55-59 years,1900
2002,Connecticut,9,60-64 years ,1924
2002,Connecticut,9,65-69 years,2161
2002,Connecticut,9,70-74 years,2563
2002,Connecticut,9,75-79 years,2466
2002,Connecticut,9,80-84 years,1851
2002,Connecticut,9,85+ years,1447
2002,Delaware,10,30-34 years,42
2002,Delaware,10,35-39 years,77
2002,Delaware,10,40-44 years,137
2002,Delaware,10,45-49 years,224
2002,Delaware,10,50-54 years,328
2002,Delaware,10,55-59 years,403
2002,Delaware,10,60-64 years ,510
2002,Delaware,10,65-69 years,523
2002,Delaware,10,70-74 years,625
2002,Delaware,10,75-79 years,495
2002,Delaware,10,80-84 years,311
2002,Delaware,10,85+ years,208
2002,Florida,12,< 1 year,22
2002,Florida,12,1-4 years,159
2002,Florida,12,5-9 years,108
2002,Florida,12,10-14 years,84
2002,Florida,12,15-19 years,159
2002,Florida,12,20-24 years,202
2002,Florida,12,25-29 years,390
2002,Florida,12,30-34 years,787
2002,Florida,12,35-39 years,1453
2002,Florida,12,40-44 years,2789
2002,Florida,12,45-49 years,4129
2002,Florida,12,50-54 years,5983
2002,Florida,12,55-59 years,8416
2002,Florida,12,60-64 years ,10085
2002,Florida,12,65-69 years,12959
2002,Florida,12,70-74 years,14735
2002,Florida,12,75-79 years,13838
2002,Florida,12,80-84 years,9708
2002,Florida,12,85+ years,7023
2002,Georgia,13,1-4 years,73
2002,Georgia,13,5-9 years,63
2002,Georgia,13,10-14 years,52
2002,Georgia,13,15-19 years,63
2002,Georgia,13,20-24 years,119
2002,Georgia,13,25-29 years,258
2002,Georgia,13,30-34 years,439
2002,Georgia,13,35-39 years,755
2002,Georgia,13,40-44 years,1306
2002,Georgia,13,45-49 years,2059
2002,Georgia,13,50-54 years,3116
2002,Georgia,13,55-59 years,3887
2002,Georgia,13,60-64 years ,4125
2002,Georgia,13,65-69 years,4415
2002,Georgia,13,70-74 years,4222
2002,Georgia,13,75-79 years,3545
2002,Georgia,13,80-84 years,2306
2002,Georgia,13,85+ years,1692
2002,Hawaii,15,25-29 years,31
2002,Hawaii,15,30-34 years,56
2002,Hawaii,15,35-39 years,86
2002,Hawaii,15,40-44 years,207
2002,Hawaii,15,45-49 years,277
2002,Hawaii,15,50-54 years,432
2002,Hawaii,15,55-59 years,585
2002,Hawaii,15,60-64 years ,534
2002,Hawaii,15,65-69 years,580
2002,Hawaii,15,70-74 years,689
2002,Hawaii,15,75-79 years,727
2002,Hawaii,15,80-84 years,525
2002,Hawaii,15,85+ years,375
2002,Idaho,16,1-4 years,16
2002,Idaho,16,10-14 years,16
2002,Idaho,16,20-24 years,22
2002,Idaho,16,25-29 years,34
2002,Idaho,16,30-34 years,54
2002,Idaho,16,35-39 years,102
2002,Idaho,16,40-44 years,186
2002,Idaho,16,45-49 years,261
2002,Idaho,16,50-54 years,399
2002,Idaho,16,55-59 years,525
2002,Idaho,16,60-64 years ,647
2002,Idaho,16,65-69 years,690
2002,Idaho,16,70-74 years,721
2002,Idaho,16,75-79 years,710
2002,Idaho,16,80-84 years,545
2002,Idaho,16,85+ years,420
2002,Illinois,17,1-4 years,112
2002,Illinois,17,5-9 years,91
2002,Illinois,17,10-14 years,72
2002,Illinois,17,15-19 years,101
2002,Illinois,17,20-24 years,171
2002,Illinois,17,25-29 years,290
2002,Illinois,17,30-34 years,589
2002,Illinois,17,35-39 years,1062
2002,Illinois,17,40-44 years,1931
2002,Illinois,17,45-49 years,3077
2002,Illinois,17,50-54 years,4288
2002,Illinois,17,55-59 years,5510
2002,Illinois,17,60-64 years ,6411
2002,Illinois,17,65-69 years,7267
2002,Illinois,17,70-74 years,7976
2002,Illinois,17,75-79 years,7679
2002,Illinois,17,80-84 years,5622
2002,Illinois,17,85+ years,4620
2002,Indiana,18,1-4 years,53
2002,Indiana,18,5-9 years,46
2002,Indiana,18,10-14 years,33
2002,Indiana,18,15-19 years,61
2002,Indiana,18,20-24 years,83
2002,Indiana,18,25-29 years,183
2002,Indiana,18,30-34 years,319
2002,Indiana,18,35-39 years,503
2002,Indiana,18,40-44 years,999
2002,Indiana,18,45-49 years,1439
2002,Indiana,18,50-54 years,2075
2002,Indiana,18,55-59 years,2689
2002,Indiana,18,60-64 years ,3013
2002,Indiana,18,65-69 years,3498
2002,Indiana,18,70-74 years,4074
2002,Indiana,18,75-79 years,3757
2002,Indiana,18,80-84 years,2546
2002,Indiana,18,85+ years,2082
2002,Iowa,19,1-4 years,32
2002,Iowa,19,5-9 years,26
2002,Iowa,19,15-19 years,33
2002,Iowa,19,20-24 years,43
2002,Iowa,19,25-29 years,93
2002,Iowa,19,30-34 years,140
2002,Iowa,19,35-39 years,224
2002,Iowa,19,40-44 years,429
2002,Iowa,19,45-49 years,740
2002,Iowa,19,50-54 years,1053
2002,Iowa,19,55-59 years,1295
2002,Iowa,19,60-64 years ,1584
2002,Iowa,19,65-69 years,1846
2002,Iowa,19,70-74 years,2041
2002,Iowa,19,75-79 years,2140
2002,Iowa,19,80-84 years,1673
2002,Iowa,19,85+ years,1486
2002,Kansas,20,1-4 years,31
2002,Kansas,20,5-9 years,19
2002,Kansas,20,10-14 years,20
2002,Kansas,20,15-19 years,25
2002,Kansas,20,20-24 years,48
2002,Kansas,20,25-29 years,71
2002,Kansas,20,30-34 years,118
2002,Kansas,20,35-39 years,217
2002,Kansas,20,40-44 years,407
2002,Kansas,20,45-49 years,652
2002,Kansas,20,50-54 years,872
2002,Kansas,20,55-59 years,1078
2002,Kansas,20,60-64 years ,1222
2002,Kansas,20,65-69 years,1511
2002,Kansas,20,70-74 years,1681
2002,Kansas,20,75-79 years,1666
2002,Kansas,20,80-84 years,1281
2002,Kansas,20,85+ years,1030
2002,Kentucky,21,1-4 years,31
2002,Kentucky,21,5-9 years,27
2002,Kentucky,21,10-14 years,25
2002,Kentucky,21,15-19 years,23
2002,Kentucky,21,20-24 years,70
2002,Kentucky,21,25-29 years,113
2002,Kentucky,21,30-34 years,203
2002,Kentucky,21,35-39 years,365
2002,Kentucky,21,40-44 years,697
2002,Kentucky,21,45-49 years,1078
2002,Kentucky,21,50-54 years,1663
2002,Kentucky,21,55-59 years,2061
2002,Kentucky,21,60-64 years ,2540
2002,Kentucky,21,65-69 years,2773
2002,Kentucky,21,70-74 years,2846
2002,Kentucky,21,75-79 years,2521
2002,Kentucky,21,80-84 years,1641
2002,Kentucky,21,85+ years,1288
2002,Louisiana,22,1-4 years,41
2002,Louisiana,22,5-9 years,25
2002,Louisiana,22,10-14 years,22
2002,Louisiana,22,15-19 years,40
2002,Louisiana,22,20-24 years,43
2002,Louisiana,22,25-29 years,102
2002,Louisiana,22,30-34 years,190
2002,Louisiana,22,35-39 years,357
2002,Louisiana,22,40-44 years,684
2002,Louisiana,22,45-49 years,1155
2002,Louisiana,22,50-54 years,1626
2002,Louisiana,22,55-59 years,2067
2002,Louisiana,22,60-64 years ,2285
2002,Louisiana,22,65-69 years,2735
2002,Louisiana,22,70-74 years,2867
2002,Louisiana,22,75-79 years,2503
2002,Louisiana,22,80-84 years,1779
2002,Louisiana,22,85+ years,1245
2002,Maine,23,20-24 years,25
2002,Maine,23,25-29 years,33
2002,Maine,23,30-34 years,64
2002,Maine,23,35-39 years,104
2002,Maine,23,40-44 years,211
2002,Maine,23,45-49 years,376
2002,Maine,23,50-54 years,555
2002,Maine,23,55-59 years,735
2002,Maine,23,60-64 years ,786
2002,Maine,23,65-69 years,966
2002,Maine,23,70-74 years,1074
2002,Maine,23,75-79 years,1004
2002,Maine,23,80-84 years,689
2002,Maine,23,85+ years,519
2002,Maryland,24,1-4 years,37
2002,Maryland,24,5-9 years,23
2002,Maryland,24,10-14 years,35
2002,Maryland,24,15-19 years,50
2002,Maryland,24,20-24 years,87
2002,Maryland,24,25-29 years,154
2002,Maryland,24,30-34 years,299
2002,Maryland,24,35-39 years,510
2002,Maryland,24,40-44 years,955
2002,Maryland,24,45-49 years,1464
2002,Maryland,24,50-54 years,2184
2002,Maryland,24,55-59 years,2688
2002,Maryland,24,60-64 years ,2972
2002,Maryland,24,65-69 years,2981
2002,Maryland,24,70-74 years,3221
2002,Maryland,24,75-79 years,2889
2002,Maryland,24,80-84 years,2053
2002,Maryland,24,85+ years,1446
2002,Massachusetts,25,1-4 years,41
2002,Massachusetts,25,5-9 years,42
2002,Massachusetts,25,10-14 years,38
2002,Massachusetts,25,15-19 years,64
2002,Massachusetts,25,20-24 years,105
2002,Massachusetts,25,25-29 years,175
2002,Massachusetts,25,30-34 years,390
2002,Massachusetts,25,35-39 years,645
2002,Massachusetts,25,40-44 years,1095
2002,Massachusetts,25,45-49 years,1743
2002,Massachusetts,25,50-54 years,2601
2002,Massachusetts,25,55-59 years,3381
2002,Massachusetts,25,60-64 years ,3551
2002,Massachusetts,25,65-69 years,3963
2002,Massachusetts,25,70-74 years,4639
2002,Massachusetts,25,75-79 years,4508
2002,Massachusetts,25,80-84 years,3239
2002,Massachusetts,25,85+ years,2579
2002,Michigan,26,1-4 years,105
2002,Michigan,26,5-9 years,69
2002,Michigan,26,10-14 years,71
2002,Michigan,26,15-19 years,90
2002,Michigan,26,20-24 years,160
2002,Michigan,26,25-29 years,292
2002,Michigan,26,30-34 years,511
2002,Michigan,26,35-39 years,842
2002,Michigan,26,40-44 years,1609
2002,Michigan,26,45-49 years,2737
2002,Michigan,26,50-54 years,3760
2002,Michigan,26,55-59 years,4997
2002,Michigan,26,60-64 years ,5594
2002,Michigan,26,65-69 years,6072
2002,Michigan,26,70-74 years,6981
2002,Michigan,26,75-79 years,6490
2002,Michigan,26,80-84 years,4403
2002,Michigan,26,85+ years,3204
2002,Minnesota,27,1-4 years,50
2002,Minnesota,27,5-9 years,40
2002,Minnesota,27,10-14 years,28
2002,Minnesota,27,15-19 years,47
2002,Minnesota,27,20-24 years,90
2002,Minnesota,27,25-29 years,130
2002,Minnesota,27,30-34 years,238
2002,Minnesota,27,35-39 years,418
2002,Minnesota,27,40-44 years,758
2002,Minnesota,27,45-49 years,1157
2002,Minnesota,27,50-54 years,1752
2002,Minnesota,27,55-59 years,2179
2002,Minnesota,27,60-64 years ,2519
2002,Minnesota,27,65-69 years,2781
2002,Minnesota,27,70-74 years,3039
2002,Minnesota,27,75-79 years,2881
2002,Minnesota,27,80-84 years,2097
2002,Minnesota,27,85+ years,1625
2002,Missouri,29,1-4 years,46
2002,Missouri,29,5-9 years,31
2002,Missouri,29,10-14 years,29
2002,Missouri,29,15-19 years,51
2002,Missouri,29,20-24 years,80
2002,Missouri,29,25-29 years,135
2002,Missouri,29,30-34 years,233
2002,Missouri,29,35-39 years,445
2002,Missouri,29,40-44 years,859
2002,Missouri,29,45-49 years,1372
2002,Missouri,29,50-54 years,2152
2002,Missouri,29,55-59 years,2605
2002,Missouri,29,60-64 years ,3039
2002,Missouri,29,65-69 years,3560
2002,Missouri,29,70-74 years,3828
2002,Missouri,29,75-79 years,3446
2002,Missouri,29,80-84 years,2316
2002,Missouri,29,85+ years,1975
2002,Montana,30,20-24 years,19
2002,Montana,30,25-29 years,18
2002,Montana,30,30-34 years,35
2002,Montana,30,35-39 years,70
2002,Montana,30,40-44 years,139
2002,Montana,30,45-49 years,208
2002,Montana,30,50-54 years,318
2002,Montana,30,55-59 years,432
2002,Montana,30,60-64 years ,518
2002,Montana,30,65-69 years,618
2002,Montana,30,70-74 years,704
2002,Montana,30,75-79 years,623
2002,Montana,30,80-84 years,458
2002,Montana,30,85+ years,356
2002,Nebraska,31,15-19 years,19
2002,Nebraska,31,20-24 years,29
2002,Nebraska,31,25-29 years,45
2002,Nebraska,31,30-34 years,80
2002,Nebraska,31,35-39 years,145
2002,Nebraska,31,40-44 years,263
2002,Nebraska,31,45-49 years,393
2002,Nebraska,31,50-54 years,585
2002,Nebraska,31,55-59 years,704
2002,Nebraska,31,60-64 years ,761
2002,Nebraska,31,65-69 years,1033
2002,Nebraska,31,70-74 years,1182
2002,Nebraska,31,75-79 years,1126
2002,Nebraska,31,80-84 years,819
2002,Nebraska,31,85+ years,757
2002,Nevada,32,1-4 years,16
2002,Nevada,32,15-19 years,19
2002,Nevada,32,20-24 years,32
2002,Nevada,32,25-29 years,65
2002,Nevada,32,30-34 years,103
2002,Nevada,32,35-39 years,150
2002,Nevada,32,40-44 years,302
2002,Nevada,32,45-49 years,447
2002,Nevada,32,50-54 years,685
2002,Nevada,32,55-59 years,1039
2002,Nevada,32,60-64 years ,1225
2002,Nevada,32,65-69 years,1444
2002,Nevada,32,70-74 years,1395
2002,Nevada,32,75-79 years,1195
2002,Nevada,32,80-84 years,786
2002,Nevada,32,85+ years,478
2002,New Hampshire,33,20-24 years,19
2002,New Hampshire,33,25-29 years,31
2002,New Hampshire,33,30-34 years,75
2002,New Hampshire,33,35-39 years,134
2002,New Hampshire,33,40-44 years,263
2002,New Hampshire,33,45-49 years,350
2002,New Hampshire,33,50-54 years,540
2002,New Hampshire,33,55-59 years,679
2002,New Hampshire,33,60-64 years ,703
2002,New Hampshire,33,65-69 years,801
2002,New Hampshire,33,70-74 years,857
2002,New Hampshire,33,75-79 years,765
2002,New Hampshire,33,80-84 years,534
2002,New Hampshire,33,85+ years,431
2002,New Jersey,34,< 1 year,19
2002,New Jersey,34,1-4 years,82
2002,New Jersey,34,5-9 years,55
2002,New Jersey,34,10-14 years,62
2002,New Jersey,34,15-19 years,64
2002,New Jersey,34,20-24 years,124
2002,New Jersey,34,25-29 years,215
2002,New Jersey,34,30-34 years,441
2002,New Jersey,34,35-39 years,807
2002,New Jersey,34,40-44 years,1533
2002,New Jersey,34,45-49 years,2243
2002,New Jersey,34,50-54 years,3347
2002,New Jersey,34,55-59 years,4404
2002,New Jersey,34,60-64 years ,4952
2002,New Jersey,34,65-69 years,5434
2002,New Jersey,34,70-74 years,6246
2002,New Jersey,34,75-79 years,6198
2002,New Jersey,34,80-84 years,4427
2002,New Jersey,34,85+ years,3217
2002,New Mexico,35,1-4 years,24
2002,New Mexico,35,15-19 years,23
2002,New Mexico,35,20-24 years,24
2002,New Mexico,35,25-29 years,39
2002,New Mexico,35,30-34 years,63
2002,New Mexico,35,35-39 years,145
2002,New Mexico,35,40-44 years,262
2002,New Mexico,35,45-49 years,378
2002,New Mexico,35,50-54 years,608
2002,New Mexico,35,55-59 years,726
2002,New Mexico,35,60-64 years ,812
2002,New Mexico,35,65-69 years,972
2002,New Mexico,35,70-74 years,1035
2002,New Mexico,35,75-79 years,925
2002,New Mexico,35,80-84 years,599
2002,New Mexico,35,85+ years,425
2002,New York,36,< 1 year,28
2002,New York,36,1-4 years,164
2002,New York,36,5-9 years,113
2002,New York,36,10-14 years,142
2002,New York,36,15-19 years,171
2002,New York,36,20-24 years,300
2002,New York,36,25-29 years,481
2002,New York,36,30-34 years,942
2002,New York,36,35-39 years,1714
2002,New York,36,40-44 years,3053
2002,New York,36,45-49 years,4703
2002,New York,36,50-54 years,7008
2002,New York,36,55-59 years,9078
2002,New York,36,60-64 years ,10455
2002,New York,36,65-69 years,11418
2002,New York,36,70-74 years,12821
2002,New York,36,75-79 years,11869
2002,New York,36,80-84 years,8576
2002,New York,36,85+ years,7088
2002,North Carolina,37,1-4 years,66
2002,North Carolina,37,5-9 years,34
2002,North Carolina,37,10-14 years,49
2002,North Carolina,37,15-19 years,54
2002,North Carolina,37,20-24 years,111
2002,North Carolina,37,25-29 years,200
2002,North Carolina,37,30-34 years,434
2002,North Carolina,37,35-39 years,681
2002,North Carolina,37,40-44 years,1202
2002,North Carolina,37,45-49 years,2015
2002,North Carolina,37,50-54 years,3031
2002,North Carolina,37,55-59 years,3797
2002,North Carolina,37,60-64 years ,4279
2002,North Carolina,37,65-69 years,4842
2002,North Carolina,37,70-74 years,4998
2002,North Carolina,37,75-79 years,4416
2002,North Carolina,37,80-84 years,2826
2002,North Carolina,37,85+ years,1864
2002,North Dakota,38,25-29 years,18
2002,North Dakota,38,30-34 years,27
2002,North Dakota,38,35-39 years,28
2002,North Dakota,38,40-44 years,82
2002,North Dakota,38,45-49 years,137
2002,North Dakota,38,50-54 years,191
2002,North Dakota,38,55-59 years,266
2002,North Dakota,38,60-64 years ,340
2002,North Dakota,38,65-69 years,375
2002,North Dakota,38,70-74 years,440
2002,North Dakota,38,75-79 years,458
2002,North Dakota,38,80-84 years,324
2002,North Dakota,38,85+ years,307
2002,Ohio,39,< 1 year,18
2002,Ohio,39,1-4 years,105
2002,Ohio,39,5-9 years,73
2002,Ohio,39,10-14 years,62
2002,Ohio,39,15-19 years,83
2002,Ohio,39,20-24 years,156
2002,Ohio,39,25-29 years,271
2002,Ohio,39,30-34 years,515
2002,Ohio,39,35-39 years,889
2002,Ohio,39,40-44 years,1819
2002,Ohio,39,45-49 years,2810
2002,Ohio,39,50-54 years,4139
2002,Ohio,39,55-59 years,5003
2002,Ohio,39,60-64 years ,6017
2002,Ohio,39,65-69 years,6886
2002,Ohio,39,70-74 years,7797
2002,Ohio,39,75-79 years,7370
2002,Ohio,39,80-84 years,5166
2002,Ohio,39,85+ years,3836
2002,Oklahoma,40,1-4 years,30
2002,Oklahoma,40,5-9 years,21
2002,Oklahoma,40,10-14 years,22
2002,Oklahoma,40,15-19 years,31
2002,Oklahoma,40,20-24 years,36
2002,Oklahoma,40,25-29 years,82
2002,Oklahoma,40,30-34 years,159
2002,Oklahoma,40,35-39 years,229
2002,Oklahoma,40,40-44 years,509
2002,Oklahoma,40,45-49 years,756
2002,Oklahoma,40,50-54 years,1173
2002,Oklahoma,40,55-59 years,1564
2002,Oklahoma,40,60-64 years ,1868
2002,Oklahoma,40,65-69 years,2283
2002,Oklahoma,40,70-74 years,2283
2002,Oklahoma,40,75-79 years,2251
2002,Oklahoma,40,80-84 years,1541
2002,Oklahoma,40,85+ years,1158
2002,Oregon,41,1-4 years,38
2002,Oregon,41,5-9 years,21
2002,Oregon,41,10-14 years,19
2002,Oregon,41,15-19 years,31
2002,Oregon,41,20-24 years,70
2002,Oregon,41,25-29 years,92
2002,Oregon,41,30-34 years,180
2002,Oregon,41,35-39 years,250
2002,Oregon,41,40-44 years,492
2002,Oregon,41,45-49 years,839
2002,Oregon,41,50-54 years,1364
2002,Oregon,41,55-59 years,1668
2002,Oregon,41,60-64 years ,1883
2002,Oregon,41,65-69 years,1985
2002,Oregon,41,70-74 years,2236
2002,Oregon,41,75-79 years,2176
2002,Oregon,41,80-84 years,1664
2002,Oregon,41,85+ years,1268
2002,Pennsylvania,42,< 1 year,16
2002,Pennsylvania,42,1-4 years,117
2002,Pennsylvania,42,5-9 years,82
2002,Pennsylvania,42,10-14 years,74
2002,Pennsylvania,42,15-19 years,128
2002,Pennsylvania,42,20-24 years,187
2002,Pennsylvania,42,25-29 years,292
2002,Pennsylvania,42,30-34 years,642
2002,Pennsylvania,42,35-39 years,1086
2002,Pennsylvania,42,40-44 years,2109
2002,Pennsylvania,42,45-49 years,3269
2002,Pennsylvania,42,50-54 years,4871
2002,Pennsylvania,42,55-59 years,6304
2002,Pennsylvania,42,60-64 years ,7187
2002,Pennsylvania,42,65-69 years,8467
2002,Pennsylvania,42,70-74 years,10136
2002,Pennsylvania,42,75-79 years,9937
2002,Pennsylvania,42,80-84 years,7072
2002,Pennsylvania,42,85+ years,5296
2002,Rhode Island,44,20-24 years,20
2002,Rhode Island,44,25-29 years,31
2002,Rhode Island,44,30-34 years,47
2002,Rhode Island,44,35-39 years,105
2002,Rhode Island,44,40-44 years,220
2002,Rhode Island,44,45-49 years,277
2002,Rhode Island,44,50-54 years,440
2002,Rhode Island,44,55-59 years,590
2002,Rhode Island,44,60-64 years ,605
2002,Rhode Island,44,65-69 years,644
2002,Rhode Island,44,70-74 years,805
2002,Rhode Island,44,75-79 years,817
2002,Rhode Island,44,80-84 years,606
2002,Rhode Island,44,85+ years,481
2002,South Carolina,45,1-4 years,33
2002,South Carolina,45,5-9 years,27
2002,South Carolina,45,10-14 years,17
2002,South Carolina,45,15-19 years,35
2002,South Carolina,45,20-24 years,63
2002,South Carolina,45,25-29 years,105
2002,South Carolina,45,30-34 years,211
2002,South Carolina,45,35-39 years,359
2002,South Carolina,45,40-44 years,687
2002,South Carolina,45,45-49 years,1031
2002,South Carolina,45,50-54 years,1647
2002,South Carolina,45,55-59 years,2127
2002,South Carolina,45,60-64 years ,2384
2002,South Carolina,45,65-69 years,2794
2002,South Carolina,45,70-74 years,2593
2002,South Carolina,45,75-79 years,2438
2002,South Carolina,45,80-84 years,1555
2002,South Carolina,45,85+ years,1079
2002,South Dakota,46,25-29 years,31
2002,South Dakota,46,30-34 years,40
2002,South Dakota,46,35-39 years,50
2002,South Dakota,46,40-44 years,104
2002,South Dakota,46,45-49 years,184
2002,South Dakota,46,50-54 years,254
2002,South Dakota,46,55-59 years,351
2002,South Dakota,46,60-64 years ,380
2002,South Dakota,46,65-69 years,492
2002,South Dakota,46,70-74 years,591
2002,South Dakota,46,75-79 years,586
2002,South Dakota,46,80-84 years,463
2002,South Dakota,46,85+ years,410
2002,Texas,48,< 1 year,55
2002,Texas,48,1-4 years,200
2002,Texas,48,5-9 years,174
2002,Texas,48,10-14 years,150
2002,Texas,48,15-19 years,215
2002,Texas,48,20-24 years,335
2002,Texas,48,25-29 years,579
2002,Texas,48,30-34 years,1062
2002,Texas,48,35-39 years,1785
2002,Texas,48,40-44 years,3138
2002,Texas,48,45-49 years,4824
2002,Texas,48,50-54 years,6756
2002,Texas,48,55-59 years,8492
2002,Texas,48,60-64 years ,9274
2002,Texas,48,65-69 years,10684
2002,Texas,48,70-74 years,10915
2002,Texas,48,75-79 years,9746
2002,Texas,48,80-84 years,6705
2002,Texas,48,85+ years,5047
2002,Utah,49,1-4 years,32
2002,Utah,49,5-9 years,21
2002,Utah,49,10-14 years,17
2002,Utah,49,15-19 years,29
2002,Utah,49,20-24 years,48
2002,Utah,49,25-29 years,88
2002,Utah,49,30-34 years,108
2002,Utah,49,35-39 years,151
2002,Utah,49,40-44 years,255
2002,Utah,49,45-49 years,353
2002,Utah,49,50-54 years,489
2002,Utah,49,55-59 years,679
2002,Utah,49,60-64 years ,740
2002,Utah,49,65-69 years,869
2002,Utah,49,70-74 years,897
2002,Utah,49,75-79 years,794
2002,Utah,49,80-84 years,530
2002,Utah,49,85+ years,379
2002,Vermont,50,25-29 years,18
2002,Vermont,50,30-34 years,37
2002,Vermont,50,35-39 years,59
2002,Vermont,50,40-44 years,114
2002,Vermont,50,45-49 years,161
2002,Vermont,50,50-54 years,263
2002,Vermont,50,55-59 years,345
2002,Vermont,50,60-64 years ,404
2002,Vermont,50,65-69 years,344
2002,Vermont,50,70-74 years,406
2002,Vermont,50,75-79 years,344
2002,Vermont,50,80-84 years,228
2002,Vermont,50,85+ years,180
2002,Washington,53,1-4 years,49
2002,Washington,53,5-9 years,37
2002,Washington,53,10-14 years,39
2002,Washington,53,15-19 years,76
2002,Washington,53,20-24 years,115
2002,Washington,53,25-29 years,170
2002,Washington,53,30-34 years,330
2002,Washington,53,35-39 years,488
2002,Washington,53,40-44 years,1015
2002,Washington,53,45-49 years,1558
2002,Washington,53,50-54 years,2259
2002,Washington,53,55-59 years,2908
2002,Washington,53,60-64 years ,3042
2002,Washington,53,65-69 years,3382
2002,Washington,53,70-74 years,3524
2002,Washington,53,75-79 years,3404
2002,Washington,53,80-84 years,2660
2002,Washington,53,85+ years,1859
2002,West Virginia,54,5-9 years,22
2002,West Virginia,54,15-19 years,17
2002,West Virginia,54,20-24 years,24
2002,West Virginia,54,25-29 years,43
2002,West Virginia,54,30-34 years,88
2002,West Virginia,54,35-39 years,148
2002,West Virginia,54,40-44 years,287
2002,West Virginia,54,45-49 years,460
2002,West Virginia,54,50-54 years,786
2002,West Virginia,54,55-59 years,1006
2002,West Virginia,54,60-64 years ,1125
2002,West Virginia,54,65-69 years,1332
2002,West Virginia,54,70-74 years,1508
2002,West Virginia,54,75-79 years,1439
2002,West Virginia,54,80-84 years,926
2002,West Virginia,54,85+ years,649
2002,Wisconsin,55,1-4 years,51
2002,Wisconsin,55,5-9 years,37
2002,Wisconsin,55,10-14 years,29
2002,Wisconsin,55,15-19 years,52
2002,Wisconsin,55,20-24 years,76
2002,Wisconsin,55,25-29 years,145
2002,Wisconsin,55,30-34 years,249
2002,Wisconsin,55,35-39 years,467
2002,Wisconsin,55,40-44 years,808
2002,Wisconsin,55,45-49 years,1242
2002,Wisconsin,55,50-54 years,1907
2002,Wisconsin,55,55-59 years,2399
2002,Wisconsin,55,60-64 years ,2769
2002,Wisconsin,55,65-69 years,3296
2002,Wisconsin,55,70-74 years,3623
2002,Wisconsin,55,75-79 years,3344
2002,Wisconsin,55,80-84 years,2422
2002,Wisconsin,55,85+ years,1948
2002,Wyoming,56,30-34 years,17
2002,Wyoming,56,35-39 years,33
2002,Wyoming,56,40-44 years,95
2002,Wyoming,56,45-49 years,127
2002,Wyoming,56,50-54 years,187
2002,Wyoming,56,55-59 years,197
2002,Wyoming,56,60-64 years ,236
2002,Wyoming,56,65-69 years,278
2002,Wyoming,56,70-74 years,308
2002,Wyoming,56,75-79 years,228
2002,Wyoming,56,80-84 years,171
2002,Wyoming,56,85+ years,113
2003,Alabama,1,1-4 years,26
2003,Alabama,1,5-9 years,20
2003,Alabama,1,10-14 years,16
2003,Alabama,1,15-19 years,31
2003,Alabama,1,20-24 years,50
2003,Alabama,1,25-29 years,92
2003,Alabama,1,30-34 years,211
2003,Alabama,1,35-39 years,359
2003,Alabama,1,40-44 years,642
2003,Alabama,1,45-49 years,1096
2003,Alabama,1,50-54 years,1583
2003,Alabama,1,55-59 years,1989
2003,Alabama,1,60-64 years ,2399
2003,Alabama,1,65-69 years,2753
2003,Alabama,1,70-74 years,2770
2003,Alabama,1,75-79 years,2349
2003,Alabama,1,80-84 years,1551
2003,Alabama,1,85+ years,1152
2003,Alaska,2,25-29 years,16
2003,Alaska,2,30-34 years,34
